sentence,label
"smooches from fido: yea or nay ?  - july 6th was international kissing day (of the human sort) .  later in the month ,  ca .  .  .  http/URL",neutral
"guddu ki to lag gyi ,  band aakhon par hero tha ,  aankh khuli to zero :d",negative
"@someUSER good girl ,  i'll see you tomorrow ?",positive
bajrang bali ka sumiran kar raha hoo,positive
sayad police ko hafta nahi mila hoga yaar police ko hafta waqt par de diya karo inke bhi bibi bacche hote hai samjha karo kisi baat ko aainda dhiyan rakhna,neutral
yahi to scam h ji .  .  .  i wonder kabhi iss mudde pe jaanch kyu ni hui .  ?  :d,negative
"@someUSER i admire you with all my heart ,  lauren .  may the god ,  that watches over the rest of the world ,  bless you and keep you x",positive
"gotta love being catholic ,  sitting in a lutheran church on reformation sunday .  i guess the catholics pushed it with the whole  "" pay ""  for sin",positive
even after scoring the required marks  .  .  that is just a sad story  .  >  !  !,negative
"vo 4 game :-) or mario ka flag ,  khichega to upar se ;-)",neutral
just landed in las vegas !  !  !  so excited to start canvassing for obama tomorrow with @someUSER and @someUSER :) #getoutthevote,positive
hehheh .  .  tank wars best tha .  .  nahi bhaai ?  ?,positive
"@someUSER oh ,  i got ham .  and i ate reggie's ham .  and i ate brian's ham .  tomorrow i'm getting more bc my dad said he's going to the store !",neutral
just give her a hot kiss and say sorry  .  girl love kiss than hug  .  .  lmao,positive
ek time tha jab laddu milte the .  .  .  :),negative
""" @someUSER tune into @someUSER tomorrow for a special @someUSER #pushandshove news segment during the 7am &amp; 9am hours !  ""  nooooooooo",negative
calcutta bhi aao yaar .  .  . yaha bhi to book fair hota hai,negative
aur mujhe black money se aane wala 1500000 rs nhn chahiye,negative
anyone in year 12 or 13 that's gunna see the woman in black needs to give the money to mchale tomorrow !  spread the word please !,neutral
haha ye toh meri story hai .  .  .  . papa mera project karte the .,positive
monta ellis / ellis had just two points on 1-of-11 shooting on friday against http/URL #nba,neutral
"sandy ,  if you have ruined my chances to see bruno mars on monday i will go buck wild .",negative
yaar guddu ko dekete hi akshay kumar ki yaad ati hai sabhi ka scene kaat deta hai  .  .  . ;),neutral
jb pehle hi pta hai ki ye tingu lofer hai .  . :d,negative
that means aap has to resolve 1 . 5 issues daily on an average to resolve all issues in 49 days .  .  .,neutral
mai to ek bar khud hi ghanta baja aayi thi .  .  .  . ;))),neutral
baap re itni jaldi itne likes :d,positive
love u maa,positive
"playing @someUSER all day to prep for tomorrow's concert at fort canning .  go ,  baby ,  go go !",positive
:( :-\ purane din yaad aa gaye .  . :'(,negative
oh and rafa said before the injury he was having the best year he ever had was 1st in the race .  .  .  :( #m6,negative
from the age of this cartridge wale games to today;s online games .  .  .  i am still searching for those games mentioned in the pictures  .  .  .  contra ke naam pe arnold ki picture laga ke dete the :d,negative
"@someUSER  ""  @someUSER gagner's agent says talks continue ,  will have hearing on friday if no deal ""  msm just proved you're #clueless !",negative
kya strategy thi iski business spread karne ki,positive
mujhe aapke comment padne me bhi bada maja aata hai :) :d,positive
"so many shows in the near future: metafest ,  royal teeth ,  m83 ,  white arrows ,  grouplove ,  sweetteapumpkinpie music fest and taking back sunday .",neutral
koi girl mujhe frnd add kre,neutral
ye digvijay singh yaha bhi aa gya apni bakwaas lekar  .  .  .  .   .  east or west modi ji is the best  !  .   .  namo india,positive
"@someUSER endymion may have set the greek mythology and olympic record for sleep , full of sweet dreams ,  and health ,  and quiet breathing .",positive
abki bar bjp  .  .  .  last bar congress hari thi,neutral
"jay jawan ,  jay kisan .",positive
"mange dilli dil se ,  kejriwal fir se",neutral
hey guys garbage bin: you are too close to reality and always reminds me my old days ;),positive
udbilaao k aate hi big blow ho gya  .  .  .  .,neutral
ye bhi hain lekin maa cares for her children more than herself,neutral
truly happened with me also,neutral
i would like to trade president's day and columbus day for the day after the super bowl and july 5th please .,positive
guddu u r best .  .  .  .  .,positive
thursday morning freestyles .  im the rap game white larry bird,neutral
"tere dimag ne kaam karna bnd kar dia hai yr , naya idea ni mila teko .",negative
aise km krne k liye dimag chaye,positive
thanks garbage bin .  .  .  kuch yaad dila diya tumne .,positive
sidhi baat hai golves kisi ke bhi ho bhai thand me hath me ball chipakana ni chaiye bhot buri chipakti hai :-p,negative
arre bohot hi umda bhaisahab .  .  haste haste pakaude lag gaye .  .  .  :d,positive
wow nice smile i like ur smile,positive
"tons of hw tomorrow ,  lunch date with joey ,  back to hw ,  then magic mike with ash&amp;co .  before bed :)",positive
"merey khayal se shaan ko guddu ka homework karna chahiyey ,  vo sara din guddu ke ghar pada rehta hey .  .  .  .  khiiiiii khiiiii khiiiii",neutral
"mere sath ulta hai ,  mere ate hi out ho jata hai",positive
"doston ap log apne sanyam se is bat ka nirnay kijiye ki jab ,  modiji ki andhi chal rahi thi maharshtra ka election jeetne k liye bjp ne 50 se bhi jada bane hue leaders doosri parties se apni party mein import kiye .  .  .  .  yehi haal doosre rajyo ka bhi raha .",neutral
aise parents ko fasi de dena chahiye,negative
baaki sabhi baato ko maaro goli meine butter chicken khaya hai,neutral
nikon has once again proven it's a small world after all with the latest  .  .  .  - herald sun http/URL,neutral
kon lagata sarat nhi jitegi india wald kap chahe karodo ki sarat lagalo mujhse nhi jitegi india,negative
hahaha abishek bachan k sath sath guddu ko b laat pad gye :d :d :d,negative
ajkal subway surfur ka tym h .  . apne tym to sega tha,neutral
join indian social site http/URL,neutral
"isne samose k sath hari chatni khayi thi  ,  nirmal baba ki kripa hai ispar  !  :p",positive
@someUSER you're saying perseverance in all instances .  that doesn't mean #occupyauc is equivalent to 25 jan revolution .  see the diff ?,negative
also need to be at least accredated in act or rebt before the end of 4th yr .,neutral
bhut hi shi brother .  .  .,positive
sir jo mere 15 lac kaha gaye,neutral
bade aaye the india ke saath match khelne ke liye .  le li naa india walo ne pungi bajaa ke .  liho liho,negative
"@someUSER diablo iii post-1 . 0 . 4 was very generous .  they had an immediate  "" maintenance ""  after the 1st 24 hours .  generosity gone .  *shrug*",neutral
guddu ka baayaa hath uske maa baap h ?  :o,negative
advanture iland ka bhi 99999 copy h :-d,negative
10 point agenda on woman safety !  !  ! #5saalkejriwal,positive
"to vinay dubey  ,  please stay away from my anurag ( mundhada )  .  he is mine  !  don't you dare flirt around with him or stock him  .",negative
indian ocean with @someUSER got 1 . 4m viewers on sunday with repeated programme about somalia .  more than double much trailed show on c4 .,neutral
ek baar ko toh meri aankhon mein bhi aansoo aa gaye,positive
ahaa voh dinnn !  !  !  chupke se paise le ke comics khareedna :p :p aweesomeeee days !  !,positive
kisi ne bhi sweter kyu nahi pahna h itni sardi me ?  ?  :o,neutral
hurray  !  now get free recharges on mobile just click and install this amazing app  . install register and download any app from offer to get free talk time,positive
plz is page ko liked kare,neutral
aston villa line up january bid for danish midfielder: aston villa are reportedly monitoring the availability of .  .  .  http/URL,neutral
bachpan ki ye aadatein college time mein bhi nhi gyi :d :d,negative
jasmine curtis-smith is nominated as best new female tv personality (for nandito ako) in the 26th pmpc star awards for tv .  yay !  =)),positive
manikchand .  .  .  . zee cine .  .  . na jaane kaun kaun se awards aate hain new year par  !,neutral
bhayankar active ho aajkal .  .  .  . bas aise hi active rahiyega .  .  .  .  .,positive
hahahaha contra ki l power  !  !  !,positive
"ittey dino baad gag aya hey ,  pehle like karke fir pada meny :)))))",positive
"a couple of years back when i took my son to my old school ,  an old teacher revealed to me that during my days teachers used to fail us for want of tuition (i . e .  money) and our parents always doubted our intelligence (sigh ! )",negative
hhaha but fir bhi le lete the .  .   . game ka bhoot jo guddu ki tarh dimag mai rehta tha .  .  :p 9999999 in 1 <---- ka sticker dekh k hi khush ho jate the but lagane pe pta chalta tha ki kya jhamela hai andar lol .  .   . :p :),negative
kachua sir ne pakda hota to pakka mummy ko phone lagate .  .  .  :o,negative
jabi kahu ye dhoni itna slow kyo khelta hai ab .  .  . saari mehant to vha lga di .  .  .,negative
saale hote hi makkar hai aajkl ke teachers :@,negative
"safe and sound at the hotel !  scotty passed out on the plane and had to get doctors and oxygen .  practice tomorrow ,  .  .  .  http/URL",positive
2 mb me ap sabka kya jayega bt ye 2 mb ka app apko 2 mb se jyada mb or paisa dilayega try kre it's really work,positive
u talk too much kejri,negative
this time anna wave is not that effective,negative
amazing concert tonight with jim white and the tcu jazz ensemble/faculty jazz combo !  don't miss tomorrow night .  .  .  http/URL,positive
@someUSER i may have an android phone by the time i get back to school !  :),positive
"livication is playing next friday night at dipiazza's !  mark your calendars ,  and prepare for your newsfeed's to be blown up with info !",neutral
"@someUSER i wrote this earlier ,  do you agree that kg may be a less likeable ray lewis ?  http/URL",neutral
supw se sirf duster bna ke dena yaad ata hai .  .  fir wahi duster se board mitao :p,neutral
khud ki height utni lambi nahi jitni stump ki hai !,negative
"watching my favourite @someUSER behind the scenes (for the 4th time) when jennifer hudson goes awol .  'excuse me ,  what the hell is going on ?  ! '",negative
wat a acting :p,positive
"udbilaao ke naam se ek dost yaad daa gaya ,  na jane kitne wicket aur maar khayi hai usne .  .  .",negative
@someUSER @someUSER @someUSER my friends and i are betting joe wets his pants when he sees the whopping mittens will get nov 6,neutral
saale hindi medium wale aur patao convent ki ladki :-p,positive
sher ka kutte kab se muqabla karne lag gaye . sher sher hi rahega . or rhi bat modi ki to keju modi ke pairon ki dhool bhi nhi hai . modi modi modi and only modi,negative
ye scene frame karane yogyay hai:-d,positive
tushar gupta mukund sharma yaman sharma piyush yadav aisa lg raha he bandaro k pinjade se nikal kar aa raha hu .  .  ;),negative
aur wo kuch bhi kar sakte hai for the power,negative
apne desh me har kaam sena ke jawan ka hi hai .  .  .  . kahi durghatna to jawan .  .  . kahi aapda tojawan .  .  . border per to jawan .  .  .  . kasmir me apne log hi dokha dete gai unke bich bhe kawan .  .  .  . really salute indian army for long life,positive
isme kaha s khubsurti dikh rahi pata nahi ajib si dikhti hai .,negative
koi v banaa jeeta dil se kaam kijya ga,positive
feels like super bowl sunday waiting for the big tnf game tonight !  what's everyone doing for kc v sd ?  !  ?  #cantcontainexcitement,positive
shardanjali,positive
"@someUSER - if you let him play his game and realize you have an oversize cammalleri and not a todd bertuzzi ,  he may bounce back .",positive
"hackers have already defeated windows 8 ,  and readwrite mobile ranked it 5th in interface design ,  behind ios and android .",negative
i think i met the person i want to spend the rest of my life with :),positive
"@someUSER hi bob . 'm fine . tomorrow is a holiday here ,  all souls' day 'n the 15th republic day , another holiday . now i'm a little busy  .  .  .",neutral
1st movie of the night: the vow,neutral
"u so lucky man guddu , my mom used to say  "" paise sirf papa se manga kar' .",negative
the man cast a long shadow .  he wll be missed .,neutral
ye guddu to hamare bachpan ki rag rag se waakif h aaaaayyyyiiii,positive
"for corruption free , criminal free , rapist free india ,  hame kejriwal chahiye .",positive
"everybody so busy enjoying the strip ,  nobody notice shaana shaan cleverly hiding behind an open book so sir dont ask him question !  :p",positive
acting ka istemal sahi jagah hi hona chahiye,neutral
free computer,positive
chor kamina kejriwala congress k corruption k bareme bolke 28seats kamaya aur congress k 8seat k support leka cm bangaya .  .,negative
an emotionally intelligent organisation through mindfulness ?  find out how with @someUSER in san fran in dec http/URL pls rt !,positive
modi k pass zothe bhashano ke elava kush nahi hai pm banne ke pehle modi ne janta se kitne promise kiye the or koye bhi pura nahi kiya janta ko bewkuf banaya hai wo janta se kiss muh se vote mang rehe hai kush to sharam aani chahiye .,negative
im embracing the oversized sun glass look with my new glasses .  they are too awesome not to .  i feel like jackie o:),positive
black board par date likhne ka style shayad sab schools mein common hai,neutral
"went to see 'the mystery of charles dickens' at the playhouse theatre ,  west end last thursday starring simon callow .  it's a must see !",positive
i love u bhai .,positive
dis time saniya is not indian,neutral
have an appointment at the bellamy tomorrow .  .  .  might be moving in there next semester #excited,positive
dear friends aaj delhi me modi ki raily thi fir bhi bah halicoptar me aaya kayu car me nahi aa sakta,neutral
"loads of goodies from house of wilde ,  stylestalker ,  staple the label ,  fairground and piper lane will be available tomorrow !  stay tuned !  xx",positive
if you are attending the sustainable brands london conference in november please let us know !  http/URL #sblondon #linkedin,neutral
mere sath ulta hota tha mummy mana karti thi paise dene k liye and papa chupchap se de diya karte the,negative
"so what was supposed to happen next  ?  ?  .  you make it sound like you planted rdx in the lab or something  !  !  !  i dont get you  ,  man  !",negative
all secular people should see now the whole story how it all started,neutral
try speak to dean of students ' welfare  .  .  !  dusu office  !  :),positive
are tension na lo  .  .  .  #wontgiveitback,positive
mere papa ne to aage khade hone wali jagah special seat lagwai thi waha baith ke scooter ko race dia karta tha :d :p,positive
aakhir jaag hi gya guddu ke baap ke andr ka sunny deol :-p,neutral
"@someUSER jean ,  tomorrow is free kissing day !  :) nothing .  just wanna tell you that",positive
@someUSER do you have chocolate ?  sunday is national chocolate day .,neutral
thats our pm- promise minister,positive
really nostalgic :),positive
thank god me bach gai waheguru sare engineer dhakke kha rahe hai ajkal kutto ki tarah,negative
should'nt have watched the grey last night because walking down a dark driveway when the sun decides to play hookie is not a good time .,negative
"extra point is no good .  its dsu 28 ,  morgan state 20 with 5:02 left in the 3rd quarter .",negative
my teachers call themselves givng us candy .  .  .  . wasn't even the good stuff .  i might go to walmart or cvs tomorrow/,negative
shaan : kyaa khubb roya hai bhai .  .  .  ek second k liye meri aankhein bhi num hui thee :p,positive
lagta hai yeh anna sir sathiya gaye hain,negative
"yesterday i understood the true meaning of  "" pancake day ""  #february",neutral
10/3 is answer of the question on board .  baaki ka guddu aa kyu nahi raha wo to aap log bhi samjh gaye honge :p,positive
beauty ho bhai tum .  .  .  kaha se bachpan ki sari cheeje yaad hai tumhe faisal bhai .,positive
supw class .  .  apna school yaad aa gaya .  .,neutral
happy republic day  .  .  .  .  .  .  .  .  . school mei ladu hi milte thay  .  .  .  .  .  .  .,positive
jiske lie tumne alomst apni zindgi barbaad kar li hai  .  .  .  .  .  usko propose karne ka yhi platform mila  ?  ?  dun u hav guts to propose her lyk dis  !  !  ek kam karo chup chap job karo aur ghar basa lo  .  .  .  .  tumse na ho paega ye sab  !  !,negative
"@someUSER *as i sat and thought* i lied .  total praise ,  thank you ,  then the winans joints",positive
subah 7 baje se sab aa gaye hai .  .,neutral
bhai i know .  .  .  tabhi harami laundo ko hi tag kara tha,negative
"david haye claims a fight with vitali klitschko  "" has been agreed ""  ,  according to the sun .  better start protecting that big toe david .  .  .",positive
ha ha ha .  .  .  20 rupaye apne time me to 5 rupaye ki liye maar padh jaati thi papa se .  .  contri karke chacha chaudhary ki comics padhte the .  .  bhu hu hu .  .  .  .  .,negative
"@someUSER get @someUSER on february for valentine's day ,  the suave fuckers",negative
ya nahi ho sakta ha raina kabhi be fixing kar sakta ha,negative
@someUSER haha brilliant !  !  morning katie .  .  . happy friday !  bodg loves the drawing of him !  m,positive
#cfc @someUSER is the best of the premier league !  his overall ea sports player performance index score: 217 .  (1st place) #matamagic,positive
dhoni is champion captain and player and always be .  .  . he will be miss .  . he will win 2015 world cup for us in aus .  . that will be a big slap on d face of all his haters .  .,positive
"cool !  !  !  there's a criminal minds season 3 marathon on ,  and tomorrow it's a castle season 3 one .  http/URL",positive
guddu ji .  .  jaldi bade ho jao .  .  hum shadi karlenge .  .  aapko biwi se kuch zyada hi pyaar hain .  .  ;),positive
"sidhe bachche courtesy vaale ,  staff room men jaayen to sare teachers ko ek saath good morning kaise wish karen ek samsya yah bhi thi !",negative
asi daant mujhe bhi kai baar mili hai maa se,neutral
3rd and goal at the 1 and rivers throws a int .  terrible pass by rivers  .  bad decisions cost u games .  geez half time sd 10-3,negative
really touching and amazing .  .  bachpan ki yaad aa gayi .  .  .,positive
120 mp .  22 central gov .  minister .  12 cm .  1 . 25 lakh rss worker .  250 rally 4 rally pm narendra modi karenge .  ye sab sirf ek imandar aadmi ko delhi me harane k liye ho raha hai .  .  .  .  .  .  .  .  par koi fark nahi padega .  .  .  .  .  .  .  .  .  .  .  .  aam aadmi party jindabad .  .  .  .  .  .  .  .  .  .  .  .  .  .  delhi dil se kejriwal,negative
@someUSER hey mick !  do you know what time you'll be signing in indianapolis on the 18th ?,neutral
"i would be so happy that its a late start tomorrow  .  .  .  but nooooooooo  ,  i have to go to catch up day because i failed my fcking french test",negative
2 .  bharat ko swacch karne ke liye pm modi khud safayi karke swkchhta abhiyan chalaya,positive
shaan book se muh chupa raha hai and silently praying ki teacher na pakde  .  .  . typical story in everyone's school life :d :d,positive
i am away my home and country .  .  .  .  purani yaadein taza kar di .  .  .  mere maa 20 tho nahi but 2rs diya karti thi mujhe papa se chup ke .,positive
"ash wednesday is always hard for me ,  any day focused around ash on your body brings back bad memories for me .",negative
kejriwal is a feku,negative
thodi si frequency badha dijiye .,neutral
busted @someUSER caught out celebrating the 1st'a cup win with andy carroll and joe hart #beer #jager http/URL,neutral
bhai ye grah shobha ke cover page ko back cover bana diya,neutral
"honesty is often best policy: fabio capello ,  russia coach:  "" i was hoping ronaldo's injury was more serious so he couldn't play tomorrow .  """,negative
haa haaa haaa  .  .  .  . hummare class main yeh saubhagy mujhe prapt thaa .  .  .  .  !  !  ! kaash office main bhi aise chalk use hoti .  .  .  . lol,neutral
oct 30 its goin down at the congress theater i will be performing along wit machine gun kelly !  !  !  !  http/URL,neutral
fixing me saja hone ka gift,negative
modi 9 mahina ho gaya kaladhan kab ayega ab jada fekana mat delhi wale aap ki pol khol de hai,negative
recently as per decision of high court agr kisi bhi mahila k dwara lgaya hua rape ka arop agr glt sabit ho jata h to us mahila ko guilt feel kiya jayga aur usko as per the law punish kiya jayga .  . but mere according is law ko bhut carefully applicable krna hoga bcz ek mahila ko apni bat proof krne k liye bhut jyada himat rkhni hogi  .  .  .,positive
"project ki deadline par daudte the ,  baki time to  "" are kar lenge bahut time he ""  .  .  .  .  .  .  .  .  .  .",neutral
aree guddu to blkul mujhpr hi gya hai…hahaha lolzz !  !,neutral
#nowplaying michael jackson - she's out of my life (live at wembley july 16 .  http/URL l . o . v . e it !  #mjtunes,positive
why ?  you will pay all this with tax payers money .  .  .  .  . acchi baat nahi hai !  !  !,negative
arbind kejriwal vs bjp .  what a great man puri bjp aur congress mil kr harane mein lgi hai iss one man army ko,positive
tabhi maine 76 in 1 li,neutral
support: we're excited that stan walker &amp; advocates are running for the kids the sun-herald city2surf soon !  .  .  .  http/URL,positive
looking forward to seeing the illegal eagles at dorking tomorrow night with lin &amp; amigo .  best eagles tribute band around .  #illegaleagles,positive
apne lips pe lipstik ki jagah poison chipka leti to maza aata  .  .,negative
sara focus to uska ground se bahar hoga jeetega kaise bhai .,negative
pilau tujhe paani .  .,neutral
monkey cap bhul gaye kya  ?,neutral
talented banda tha,positive
#halloweenfacts #halloween also is recognized as the 3rd biggest party day after new year's and super bowl sunday .,positive
@someUSER if you are the same age as mick jagger than may i say you,neutral
"is it evil to laugh when a 3rd grader reads a short story ,  and at least five times ,  mistakes the name  "" becky ""  for  "" blocky ?  ""  #stickingtoit",negative
this post deserves infinite likes .  :d,positive
sarkar to pakki hai bhaieyo,positive
"sag for life: stacey ,  april ,  gabriel irieapril #mrandmrscheek happy wedding day gabe !  @ north star ballroom http/URL",positive
bhai .   .  ek do model maine khud bhi banaye the .  .,neutral
maje aa jaate ye game khelke,positive
le beta tu toh bahut hi bada fixer nikala ipl me b aur international me b tu toh gaya kam se,negative
pahle bar sun raha hoon angreji aur hindi main ek sath commentary .  . sahi hai .  .  .,positive
kejriwal cm banega delhi ka,neutral
"gulaabi ,  hare aur neele rang ke packet mein boondi ke laddu :) :p",neutral
getting my vans either thursday or friday for the game,neutral
bhai 4 bhi bahut zada bata diye khelne layak to ek he hofa tha,negative
bhaiya aaplog relax karo,neutral
"if you cant win someone ,  spread rumours abouthim ,  abuse him .  and thats what modi is doingthats what bjp is doing .  keep on .  people of delhiis educated not blind .",negative
"negros and nigglettes ,  all who would like to attend the a$ap rocky concert on november 17th at starland lemme know tickets are only 25",neutral
good to see flacco showing some fight in the 2nd half .  that's about all i can ask for at this point .,positive
"i'm going to babaman at vidia in cesena ,  italy - dec 22 http/URL",neutral
shopping after the bell game saturday  .,neutral
"you may not have known steve sabol's name ,  but chances are you knew his work .  ron jaworski and more look back: http/URL",positive
bada hi shareef launda hai .  .  .  .,positive
"i hate people that fake who they are just to get with you  ,  and you don't find out about it until you're in way to deep  .  considering this  ,  i'm breaking up with my boyfriend  .",negative
varanasi se ladoge  ?,neutral
"aur fir us din ,  uncleji aur guddu ko khaana naseeb nai hua",negative
dnt compromise ur career for ur so called gf  .  .  .  coz agr kal ko tu kuch bna ni na to tujhe puchne wali b ni h wo  .  .  .  so abhi smbhl ja nd stdy pe dhyn lga  .  .  gf pe to bd me b dhyn lga skta h  .  .  .  .  b practicle yr  .  .  .,negative
ye board pe konsi maths hai bhai  ?  :p,negative
the two lukes (austen and dickens) playing at nelson bay diggers club this friday 2/11 .  go check 'em out if you live in the area .  .,neutral
"efforts mat laga  ,  tera kabhi koi boyfriend ni ban sakta  .  .  .  .  .  .  :/",negative
bhai baaki sab to theek hai but aakhir guddu chalk laaya kahan se  ?,neutral
we r wid u arvind kejriwal,neutral
miss this would cup .   ?,neutral
saari kiraye ki public hai 5 sal kejriwal,positive
doing same with comedy nights with kapil :v,positive
bad girls club: mexico .  .  . is so official now meaning most of the girls going off on each other .  i can't wait until monday .  |d,positive
"kabhi last 9999999 game tak nahi ja seke , mario repeat hota tha bhut baar:-d",negative
if any baltimore team mascots come up missing 1st person of interest should be billy cundiff !  or the redskins mascot is taken blame him !,neutral
"bahut badiya ,  bahut hi undaa ,  kya baat ,  kya baat .  dil jit liya tune toh .  .  .  :d",positive
bhagwan aisi girlfriend sabi ko de  .  .  par start mujhse kare :p,positive
yes aapke paas sirf plans hai baki kuch nahi,negative
ek dum sahi post h (y) :-/,negative
ye sab india mai hi ho sakta hi,neutral
"lol you know once salman khan asked in his show 10 ka dum  "" cricket match ke dauran kitne pratishat bhartiyon ko lagta hai ki wo hile to india gayi ?   ""  ""  :d",neutral
niggas was really on some 10th grade shit tonight,negative
ham pakistanio ki tarah chhor nahi hai hame indian hone par garv hai,positive
"what teams do you think may get transferred/moved in the future ?  i can only see the sacramento kings ,  phoenix .  .  .  http/URL",neutral
kushwaha sir bharwa ladies finger ko kya bolte hai :p,neutral
"i don't want a love like jonny and june ,  i want a love like blake and miranda .",neutral
frame kara lo bhai .  .  :p,positive
koyi nahi better next time,positive
tu pakka usse puchti rhti hogi k use tjme ka pasand h ya tu kasi lag ri h :-p,neutral
@someUSER the anaheim ducks are interested in sam gagner of the edmonton oilers .  could be part of a trade for the ducks 1st round pick,neutral
apple ceo apologizes for error-ridden new map app: apple ceo tim cook apologized friday for the co .  .  .  http/URL #coreformulas,neutral
@someUSER @someUSER great idea .  but i'm still working on the alternate remixes for the 1st 'jackie o' lp .,positive
9 .  sari sewaye online arthat digitel india ke dvara bhrastachar par lagam,positive
true story and ab normalization ne engineering colleges ki b maar li :(,negative
katuo ki fat ti hai bjp se katua pakistani supporter hain sub ke sub .,negative
"abp waalo tum to naamard ho dava khareed ke apni biwi ko khila do taaki bachha ho sake  ,  ,  , ya to apni maa bahno ko mere paas bhej de sab 9 mahine me prosses karte hai mai 6 mahine me bachha nikaal ke dunga",negative
bhai awesome .  sab log seats se chipke raho jab tak wc na jeet jayein hum .,positive
bhai ye apke posts jitne mazedar hote hai utne hi espe kiye gaye cmnts bhi .  .  .  .  .  . mood frsh ho jata hai .  .  .  . :-),positive
"after i tweeted about @someUSER gary carter photo #facepalm ,  they removed the mets photo .  2nd choice almost as bad ,  kid holding mets cap .",negative
bc luncher paaji jaldi na dikhey to tindey ki baarish ho jaegi is page pe  .,negative
gun shot wala mast tha  .  . aur wo kutta khi ka chidakr hasta tha :p,positive
ak ki freebie dene ka jo vision hai uske liye itna paisa aayega kahan se ?  ?  ?  jara iss par bhi to dhyan diya jaye .  .  .  sabkuch free me dene ka bol to do par kuch do mat .  .  .  hai na good plan ?  ?  ?,negative
i've seen every denzel washington movie and flight has @someUSER in it too  !  i miss that kid  !  but i'm in that theatre tomorrow  !,positive
"isme teri koi galti nahi hai  ,  general walo ko admission kaha milta hai :/",negative
hahahaaa !  !  aur baad me jo look pite hue aur homework kiye bachon ka hota tha .  .  .  #losers :d,negative
s wali power best thi :p,positive
"romney's great line about  "" trickle down government ""  was coined by gov .  mitch daniels as early as january .  mitt uses good sources .",positive
end wala paragraph mast hai bas isi ke bharose mein apna revenge nahi leti,neutral
isse achha to 8 in 1 ya 9 in 1 hota tha,negative
bhai itna emotional karke kya milta hai tumhein .  .  .  .,negative
"ek baar jarur try kare .  .  .  ,",positive
pics: the kbc episode on sony on november 4 .  a treat for all the big b and srk fans .  http/URL @someUSER #fb,neutral
should i have an engagement party ?  any who .  .  san francisco this weekend then .  .  .  i officially move to colorado on the 13th .,neutral
dad ko jo pata nahi .  .  unse woh kafa nahi,neutral
"open dialog is cosponsoring with globes to present to you  "" searching for social justice ""  next wednesday at 6pm .  http/URL",neutral
yar maine socha tha ye page like kiya hain to du confession ayenge par yaha to bas ms ishita ke baare mein hi hain  .  .  .  admin naam change kar de  .  .  .  likh ishita confessions :p,neutral
"only aap ,  ,  ,  , aap ,  ,  ,  , aap ,  ,  ,  , aap/ . / ,  vote for aap aap aap only aap janta sab janti hai  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  . vote for honest govt .  only aap janta rocks other party shocks  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  salute kejriwal ji  ,  ,  ,  ,  ,  ,  ,  ,  ,  jai hind  .  .  ,  vote only aap aap aap vote only aap aap aap vote only aap",positive
nautanki saala,negative
maine toh mombatti jala ke bhi hw kiya tha :p,neutral
davos coach del curto expects rick nash to return tonight .  davos are a fairly bad 10th in the table with 9 points from 10 gp .  #nyrangers,neutral
very nice so,positive
jo parsasan ki wife is country me surakshit ni he to ye parsasan aam aadmi ki kya raksha karege khak accha kiya,negative
"monta ellis commits his 1st foul !  he's cold with 2 missed fts ,  a foul and a miss to start q3 .  #bucks trail #bulls 70-60 ,  mid q3 .",negative
kejriwal ji better luck for next tym .  .,negative
""" kendrick perkins led the league for the 4th year in a row in spm (scowls per minute) ""  literally laughed out loud",positive
i totaly agree with the post  .  .  teachers have no right to spoil students carrer now  .  .  .  .,neutral
or bhi bahut kuch free,positive
"kisi k paas original contra game h kya for andriod phone ,  plz share link  ,  mera childhood ^_^ ^_^",neutral
#5saalkejriwal sir aap jeet rahe ho aakhir tak mehnat karnge .  .  .  .,positive
meet the man making a documentary defending joe paterno: http/URL (he may look familiar),neutral
70 demand poori karne ke liya fund kha se layega jhoothe,negative
garbage bin u always make me feel that my life was under observation from a satellite launch by u,positive
kaha gaya ho bahi itne dino se  .  .  .  world cup chal raha hai aur app shant ho,neutral
kaash contra ki padhai hoti to koi teacher bura nahi lagata or na hi koi kahta ye teacher theek se baat nahi karti .  hmmmm .  .  .  .,neutral
aajkal ke jamane mai marker use krte h .  .  . umse vo maja kaha jo hamare chalk mai tha .  .  . 2-3 chalk to hamare bag mai he rhte the .  .  . sirf favourite teachers k liye :),positive
soul train 70's halloween party sat oct 27 http/URL adv tixx $10 - $15 wt out costume $20 at the door .  .  . http/URL,neutral
ladka gaming mai khoya hua hai  .  .  .   . ;),positive
i love garbage bin,positive
"supw ka period was fun- all kv students know it ,  right kvians .  head down karke baithe raho .",positive
@someUSER i really wanna go to one of his things !  did you watch his new thing on channel 4 last friday ?  xx,positive
modi ji ko nai haraa sakta koi bhi party,positive
i just sat beside a joe paterno fan at the bank .  he had a license plate that said with his name and a penn state plate .  sucks for him .,neutral
acting mein hum se panga  .  .  .  .  .  .,negative
sabse pehle mera comment .  .  .  .  yeeeeee,neutral
"monta ellis :  "" we can be between the 4th and the 6th place in the east """,neutral
"jason wu - lace ,  bandeau tops ,  harnesses and the debut of his 4th bag line ,  the carolyn #jasonwu #nyfw",neutral
